InchiKey,SMILES,logBB,BBclass,fold
TYCOFFBAZNSQOJ-UHFFFAOYSA-N,C[C@@]([H])(C1=CC=C(C=C1)C2=CC=CC([F])=C2)C(O)=O,,1,1
TYNKOONEFIKERV-UHFFFAOYSA-N,CC=1C=C(C(=C(C=1C(=O)OC)C2([H])C=C(C)NC(C)=C2)C(=O)OCCN(C)C/C3=C/C=CC=C3)[N+]([O-])=O,,1,6
TYQCGQRIZGCHNB-UHFFFAOYSA-N,C(O)C(O)C1OC(=C(O)C1=O)O,,1,5
TYQXKHPOXXXCTP-UHFFFAOYSA-N,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,,0,3
TYWUGCGYWNSRPS-UHFFFAOYSA-N,CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c2ccccc2,,1,4
TYZROVQLWOKYKF-UHFFFAOYSA-N,CC(=O)NC[C@@]3([H])CN(/C1=C/C([F])=C(C=C1)N2CCOCC2)C(=O)O3,,1,8
TZBDXWBBMOEVPI-UHFFFAOYSA-N,CC5(C)OC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)COC(=O)C6CC6,,1,8
TZFNLOMSOLWIDK-UHFFFAOYSA-N,CC(Cc1ccc(O)c(O)c1)(NN)C(O)=O,,0,9
TZFUBYYADABEAV-UHFFFAOYSA-N,O=C(N1CCN(CC1)Cc2ccccc2)c3ccccn3,,1,1
TZFWDZFKRBELIQ-UHFFFAOYSA-N,Clc1ccc2OC(=O)Nc2c1,,1,2
TZIZWYVVGLXXFV-UHFFFAOYSA-N,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(CC(C)(C)C)=O)=O,,1,7
TZJUVVIWVWFLCD-UHFFFAOYSA-N,O=C3N(CCCCN1CCN(CC1)c2ncccn2)S(=O)(=O)c4ccccc34,,1,1
TZXKOCQBRNJULO-UHFFFAOYSA-N,CN1C=CC(=O)C(=C1C)O,,1,2
UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,0.95999999,1,7
UBOIMZIXNXGQOH-UHFFFAOYSA-N,CCC(=O)OCC(=O)C14OC(C)(C)OC1CC5C3CC(F)C2=CC(=O)C=CC2(C)C3(F)C(O)CC45C,,1,5
UBOXGVDOUJQMTN-UHFFFAOYSA-N,ClC(Cl)CCl,-0.1,1,5
UBQNRHZMVUUOMG-UHFFFAOYSA-N,NS(=O)(=O)Cc1noc2ccccc12,,1,5
UCAGLBKTLXCODC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(cc1)C(O)=O,,1,8
UCFGDBYHRUNTLO-UHFFFAOYSA-N,CC[C@@]1(O)C(=O)OCc(c2=O)c1cc3n2Cc(c34)cc5c(n4)ccc(O)c5CN(C)C,-0.42,1,2
UCMNIYFDRVBMFV-UHFFFAOYSA-N,CC1CCN(CC1)C(=O)c(c2)ccc3n(S(=O)(=O)CC)c(c4c23)CCN(C4)C5CCOCC5,-1.15,0,9
UCPOMLWZWRTIAA-UHFFFAOYSA-N,COC1=CC(C=C(C(N2CCN(C3=NC=CC=C3NCC)CC2)=O)N4)=C4C=C1,-0.01,1,10
UCSJYZPVAKXKNQ-UHFFFAOYSA-N,CNC1C(O)C(O)C(CO)OC1OC2C(OC(C)C2(O)C=O)OC3C(O)C(O)C(NC(N)=N)C(O)C3NC(N)=N,,0,2
UCTWMZQNUQWSLP-UHFFFAOYSA-N,CNCC(O)c1ccc(O)c(O)c1,,0,5
UDBQGHIODMCIFZ-UHFFFAOYSA-N,Cn1nc(nc1c2ccccc2CO)c3cccnc3,,1,9
UDIIBEDMEYAVNG-UHFFFAOYSA-N,CNC1C(O)C(OCC1(C)O)OC3C(CC(N)C(OC2OC(CN)C(O)C(O)C2O)C3O)NC(=O)C(O)CN,,0,4
UDNUCVYCLQJJBY-UHFFFAOYSA-N,CCCCCC(=O)CCC2(C)C3Cc1ccc(O)cc1C2(C)CCN3C,,1,1
UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,,1,10
UEIBTMGAIXZRBV-UHFFFAOYSA-N,NC(=N)NCCCOc1ccccc1,,1,9
UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C(C1=C2C=CC=C1)N(C3CCC(NC3=O)=O)C2=O,-0.05,1,2
UEQUQVLFIPOEMF-UHFFFAOYSA-N,C1CN(C)CC2N1c(cccc3)c3Cc(c24)cccc4,0.990000005,1,7
UEQUQVLFIPOEMF-UHFFFAOYSA-O,C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,0.99000001,1,3
UFDCSHQNNVQXAS-UHFFFAOYSA-N,CSc1cc(N(CCC2CCCCN2)c3ccccc3S4)c4cc1,0.75,1,4
UFFIWDQGZCWMIU-UHFFFAOYSA-N,CCCCCC1CNC(C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O,,0,7
UFMQUKXYXREAJS-UHFFFAOYSA-N,CC(=O)[C@]4(CC[C@]3([H])[C@]2([H])C=CC1=CC(=O)CC[C@]1(C)[C@]2([H])CC[C@@]34C)OC(=O)CCCCC,,1,9
UFRFKPDRMYNUAU-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1C(c2c(CC1)ccs2)CN1CCCC1)=O,,1,6
UFUVLHLTWXBHGZ-UHFFFAOYSA-N,CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C1OC(SC)C(OP(O)(O)=O)C(O)C1O,,0,10
UGFHIPBXIWJXNA-UHFFFAOYSA-N,ClC1=CC(C(N3C=CN=C3)C2=CC4=C(NC=N4)C=C2)=CC=C1,-1,1,1
UGIARLNNAPRCPF-UHFFFAOYSA-N,CC(=O)C4CCC5C3CC(O)C12CC1CCC2(C)C3CCC45C,,1,6
UGJMXCAKCUNAIE-UHFFFAOYSA-N,O=C(O)CC1(CN)CCCCC1,-0.19,1,1
UGSLDMJXBQKDCT-UHFFFAOYSA-N,O=C1CCC(N1)C(=O)NC2CC2c3ccccc3,,1,6
UGZAKKMLMJITLL-UHFFFAOYSA-N,O=C2NC(=O)C(CC1CCCCN1)(C(=O)N2)c3ccccc3,,1,2
UHDGCWIWMRVCDJ-UHFFFAOYSA-N,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,,1,2
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,0.325527248,1,3
UHRBTBZOWWGKMK-UHFFFAOYSA-N,COC2(NC(=O)CSC(F)F)C1OCC(=C(N1C2=O)C(O)=O)CSc3nnnn3CCO,,0,6
UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCc1cccc(c12)NC(=O)C2,0.143749999,1,10
UHSKFQJFRQCDBE-UHFFFAOYSA-O,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,0.029999999,1,10
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,C2(c1cc(ccc1)[N+](=O)[O-])C(=C(NC(=C2C(OC(C)C)=O)C)C)C(OCCOC)=O,0.08,1,1
UIEATEWHFDRYRU-UHFFFAOYSA-N,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,,0,10
UIKROCXWUNQSPJ-UHFFFAOYSA-N,O=C1CCC(N1C)c2cccnc2,-0.305828571,1,6
UIMOJFJSJSIGLV-UHFFFAOYSA-N,NC(=O)OCC2C(NC(=O)C(=NOCC(O)=O)c1csc(N)n1)C(=O)N2S(O)(=O)=O,,0,10
UIQMVEYFGZJHCZ-UHFFFAOYSA-N,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,,1,1
UJCYUJOQBXHJFH-UHFFFAOYSA-N,CN1CCN(CC1)C3=Cc2cc(Cl)ccc2C(=CC#N)c4ccccc34,,1,9
UJEPHPADGSWWRM-UHFFFAOYSA-N,CC1NC(=O)COC1c2ccccc2,,1,2
UJEWTUDSLQGTOA-UHFFFAOYSA-N,N[S](=O)(=O)C=1C=C(C=C(C=1O/C2=C/C=CC=C2)N3CCCC3)C(O)=O,,1,9
UJMBXXIGVFMNDN-UHFFFAOYSA-N,c1cn(CCCCCC)c(C)c(O)c1=O,,1,6
UJSKUDDDPKGBJY-UHFFFAOYSA-N,CC(NCCn1cnc2n(C)c(=O)n(C)c(=O)c12)C(O)c3ccccc3,,1,2
UKCVXGBHVGMFCN-UHFFFAOYSA-N,CN(C)CCCN2Cc1ccccc1Cc3ccccc23,,1,8
UKFDTMNJMKWWNK-UHFFFAOYSA-N,Clc3ccc2N=C(CN(=C(c1ccccc1)c2c3)=O)NCC4CC4,,1,4
UKTAZPQNNNJVKR-UHFFFAOYSA-N,O=C1CN2[C@@]3([H])C[C@@]1([H])C[C@]2([H])C[C@]([H])(C3)OC(=O)C4=CNC=5C=CC=CC4=5,,1,3
ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCC1=CNC(C1=C2)=CC=C2CN3C=NC=N3,-0.61,1,5
ULSDMUVEXKOYBU-UHFFFAOYSA-N,O=C1OC[C@H](CC2=CC3=C(NC=C3CCN(C)C)C=C2)N1,-1.04,0,9
ULVYOCNOCGILRF-UHFFFAOYSA-N,C1C(C1S(=O)(=O)C2=CC=C(C=C2)Cl)C(=O)O,,0,1
ULYONBAOIMCNEH-UHFFFAOYSA-N,O=C(N1)[C@](c2cc(Cl)ccc2OC)(F)c3c1cc(C(F)(F)F)cc3,1.04,1,6
UMKFEPPTGMDVMI-UHFFFAOYSA-N,O=[P@]1(OCCCN1CC[Cl])N(CC[Cl])CC[Cl],,1,8
UMMYPDFDLDVDCZ-UHFFFAOYSA-N,CSc1c(Cl)nc(NC(C)C)nc1N2CCN(C)CC2,,1,3
UMPPNLOXQBBGTG-UHFFFAOYSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(N)=O,,0,9
UMSGKTJDUHERQW-UHFFFAOYSA-N,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Br)sc2n34,,1,9
UNAANXDKBXWMLN-UHFFFAOYSA-N,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,,1,7
UNBRKDKAWYKMIV-UHFFFAOYSA-N,CC[C@]([H])(CO)NC(=O)[C@@]2([H])C=C1C3=CC=CC=4NC=C(C[C@]1([H])N(C)C2)C3=4,,1,10
UNJFKXSSGBWRBZ-UHFFFAOYSA-N,Nc1nc(cs1)C(=CCC(O)=O)C(=O)NC3C2SCC=C(N2C3=O)C(O)=O,,0,4
UNRHXEPDKXPRTM-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC,,1,3
UOCJDOLVGGIYIQ-UHFFFAOYSA-N,NC(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)CSc3c[nH]nn3)c4ccc(O)cc4,,0,1
UOCLXMDMGBRAIB-UHFFFAOYSA-N,ClC(Cl)(Cl)C,0.297815615,1,8
UOQIGMZTLWHOOA-UHFFFAOYSA-N,OC(COC1(CCCCC1)C#C)CN2CCN(CC2)c3ccc(F)cc3,,1,10
UORGKWWJEQDTGX-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,,1,5
UORJNBVJVRLXMQ-UHFFFAOYSA-N,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,,1,5
UOXHDKGEXXQYMO-UHFFFAOYSA-N,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O)[N+]([O-])=O,,0,7
UPKQNCPKPOLASS-UHFFFAOYSA-N,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.639999995,1,9
UPKQNCPKPOLASS-UHFFFAOYSA-O,COc1ccc(CC[NH2+]CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,-0.63999999,1,9
UPMOVJBGNREKJV-UHFFFAOYSA-N,CC(C)C3(O)CCN2CC4c1ccccc1CCc5cccc(C2C3)c45,,1,1
UPSPUYADGBWSHF-UHFFFAOYSA-N,C/C1=C/C=C(C=C1)C(=O)C2=C/C=C(/CC(O)=O)N2C,,1,3
UQCNKQCJZOAFTQ-UHFFFAOYSA-N,CN1CCC24C3Oc5c(O)ccc(CC1C2(O)CCC3=O)c45,0.35,1,4
UQLLWWBDSUHNEB-UHFFFAOYSA-N,CC(=O)OCC1=C(N3C(SC1)C(NC(=O)CSc2ccncc2)C3=O)C(O)=O,,0,10
UQWYUAURRDNBKR-UHFFFAOYSA-N,OC(=O)C2=C(CSC3C(NC(=O)Cc1cccs1)C(=O)N23)CSc4nc[nH]n4,,0,3
URAQFJBGJKTOGQ-UHFFFAOYSA-N,COc4ccc3c(C2CCN(CCCC(=O)c1ccc(F)cc1)CC2)c(C)[nH]c3c4,,1,8
UREBDLICKHMUKA-UHFFFAOYSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-0.15,1,9
URKOMYMAXPYINW-UHFFFAOYSA-N,OCCOCCN1CCN(CC1)C2=Nc(cccc3)c3Sc(c24)cccc4,0.7,1,6
URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,0.348750004,1,4
URPJPYAYMWPUPR-UHFFFAOYSA-N,O=C4CCC(N3C(=O)C2C1CCC(C1)C2C3=O)C(=O)N4,,1,9
URWAJWIAIPFPJE-UHFFFAOYSA-N,CNC1C(O)C(OCC1(C)O)OC3C(N)CC(N)C(OC2OC(=CCC2N)CN)C3O,,0,2
USEITRSTDJBLBU-UHFFFAOYSA-N,Oc5ccc4CC2C1CCOCC1(CCN2CC3CC3)c4c5,,1,5
USEZRIFSJXAMJD-UHFFFAOYSA-N,OC1CCN(CC1)c2ccc(nn2)c3ccccc3Cl,,1,3
USKHCLAXJXCWMO-UHFFFAOYSA-N,CCc3ccc2Sc1ccccc1N(CC(C)CN(C)C)c2c3,,1,1
USRHYDPUVLEVMC-UHFFFAOYSA-N,CN(C)C(CCOc1cccc2ccccc12)c3ccccc3,,1,3
USSIQXCVUWKGNF-UHFFFAOYSA-N,c1ccccc1C(C(=O)CC)(CC(C)N(C)C)c2ccccc2,0.9,1,5
USZYSDMBJDPRIF-UHFFFAOYSA-N,CCC7(O)CC(OC3CC(C(OC2CC(O)C(OC1CCC(=O)C(C)O1)C(C)O2)C(C)O3)N(C)C)c6c(O)c5C(=O)c4c(O)cccc4C(=O)c5cc6C7C(=O)OC,,0,10
UTEFBSAVJNEPTR-UHFFFAOYSA-N,CN1CCN(CC1)C=C5N=C4CN=C(c2ccccc2Cl)c3cc(ccc3N4C5=O)N(=O)=O,,1,5
UTVDIOAGFGTMTM-UHFFFAOYSA-N,Brc1cccc(c1)C2CC(=O)NC2=O,,1,9
UUINNXPPLPDRQX-UHFFFAOYSA-N,CN(C)c1cnccn1,,1,2
UUOUOERPONYGOS-UHFFFAOYSA-N,CC12CC(O)C3(F)C(CC(F)C4=CC(=O)C=CC43C)C2CC(O)C1(O)C(=O)CO,,1,9
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CNCCc1ccccn1,-0.36,1,3
UUQMNUMQCIQDMZ-UHFFFAOYSA-O,C[NH2+]CCc1ccccn1,-0.34799999,1,4
UUXKJWSSCUHNOY-UHFFFAOYSA-N,COC1=C2O[C@@H]3[C@]45C2C(C=C1)C[C@@H](N(CC5)C)[C@]4([H])C=CC3=O,0.57,1,2
UVAUYSRYXACKSC-UHFFFAOYSA-N,OC(=O)[C@]([H])(CCC=1C=CC=CC=1)N[C@]3([H])CCCN2CCC[C@@]([H])(C(O)=O)N2C3=O,,0,9
UVAZQQHAVMNMHE-UHFFFAOYSA-N,CCC(=O)OC1(CCN(C)CC1C)c2ccccc2,,1,3
UVOIBTBFPOZKGP-UHFFFAOYSA-N,CCC(=O)c3ccc2Sc1ccccc1N(CC(C)N(C)C)c2c3,,1,1
UVTJKLLUVOTSOB-UHFFFAOYSA-N,CCc1ccccc1n3c(C)nc2ccccc2c3=O,,1,7
UVWYAZFZHPZJOT-UHFFFAOYSA-N,CNCCCN2Cc1ccccc1Cc3ccccc23,,1,7
UWFYSQMTEOIJJG-UHFFFAOYSA-N,CC(=O)[C@]5(CC[C@]4([H])[C@]3([H])C=C([Cl])C2=CC(=O)[C@@]1([H])C[C@]1([H])[C@]2(C)[C@]3([H])CC[C@@]45C)OC(C)=O,,1,5
UWGRWFCLGQWKPR-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4C(=O)COC(=O)C(C)(C)C,,1,10
UWHAHBDBSBVMIY-UHFFFAOYSA-N,CC1(C)SC2C(N([C@H](C(=O)NC(=O)CN)c3ccccc3)C(=N)c4ccncc4)C(=O)N2C1C(O)=O,,0,5
UWJGGSWSEXKTPN-UHFFFAOYSA-N,C(C\C(=C(/C)N(Cc1cnc(nc1N)C)C([H])=O)SSC(C)C)OC(C2=CC(c1c(cc(cc1N2)[Cl])[Cl])=O)=O,-0.57,1,7
UWWCRSMIORHGLM-UHFFFAOYSA-N,CN(C)CC1=CC=C(CSCCNC2=NC(C(Cc3cc4ccccc4cc3)=CN2)=O)O1,-1.3,0,5
UWWCRSMIORHGLM-UHFFFAOYSA-O,C[NH+](C)Cc1ccc(CSCCNc2nc(=O)c(Cc3ccc4ccccc4c3)c[nH]2)o1,-1.3,0,7
UWYHMGVUTGAWSP-UHFFFAOYSA-N,Cc2onc(c1ccccc1)c2C(=O)NC4C3SC(C)(C)C(N3C4=O)C(O)=O,,0,5
UWYZHKAOTLEWKK-UHFFFAOYSA-N,c12ccccc1CNCC2,0.56,1,2
UXCAQJAQSWSNPQ-UHFFFAOYSA-N,O=C1N([C@@H]2O[C@H](CO)[C@@H](F)C2)C=C(C)C(N1)=O,-0.676666657,1,10
UXIFNZZGVLDBLW-UHFFFAOYSA-N,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C,,1,8
UXTUMHQBXBTZOF-UHFFFAOYSA-N,OC(N1CNC(C1=O)(c2ccccc2)c3ccccc3)C(Cl)(Cl)Cl,,1,2
UXWBIYCPUVWKHP-UHFFFAOYSA-N,O=C1CCC(=O)N1CC1CCC2CN(CCN2C1)c1ncccn1,,1,3
UYIXHPWAILKBJS-UHFFFAOYSA-N,CN(C)C1C2CC3C(=C(O)c4c(O)cccc4C3(C)O)C(=O)C2(O)C(=O)\C(=C(/O)NCN5CCN(CC5)C(=N)N=C(N)N)C1=O,,0,9
UYXAWHWODHRRMR-UHFFFAOYSA-N,O=C1NC(=O)N(C)C(=O)C1(C)C2=CCCCC2,0.04379614,1,7
UZDGLRYWBSKLQY-UHFFFAOYSA-N,Cc4cccc(C=NN1CCN(CC1)C(c2ccccc2)c3ccccc3)n4,,1,6
UZHSEJADLWPNLE-UHFFFAOYSA-N,Oc1ccc2CC4N(CCC35C(Oc1c23)C(=O)CCC45O)CC=C,,1,7
UZVHFVZFNXBMQJ-UHFFFAOYSA-N,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,,1,1
VACCAVUAMIDAGB-UHFFFAOYSA-N,C/C2=N/N=C(/N[S](=O)(=O)C1=C/C=C(/N)C=C1)[S]2,,1,9
VAMSVIZLXJOLHZ-UHFFFAOYSA-N,CC1(C)[C@H](NC(=O)C(=N\OCC(O)=O)/c2csc(N)n2)C(=O)N1O[S](O)(=O)=O,,0,1
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc(N(=O)=O)n1CCO,,1,2
VARHUCVRRNANBD-UHFFFAOYSA-N,COC1CC(OC(C)C1O)OC2C(C)OC(CC2OC)OC3C(C)C=CC=C6COC7C(O)C(=CC(C(=O)OC5CC(CC=C3C)OC4(CCC(C)C(O4)C(C)C)C5)C67O)C,,0,6
VBDHBHIFSRQXKE-UHFFFAOYSA-N,CC(F)OC(=O)c1ncn(c12)c3c(C(=O)N(C)C2)cc(F)cc3,-0.093714388,1,4
VBEZUCAXMREMFB-UHFFFAOYSA-N,CN(C)C(=O)COC2c1ccccc1CCc3ccccc23,,1,7
VBTNUSHFBRTASB-UHFFFAOYSA-N,OCCN4CCN(CCCN2c1ccccc1Sc3cc(Cl)cnc23)CC4,,1,1
VCCZBYPHZRWKFY-UHFFFAOYSA-N,CC3CN2CC(=O)Nc1ccc(Cl)cc1C2(O3)c4ccccc4,,1,8
VCJPCEVERINRSG-UHFFFAOYSA-N,CC1C(C)CCC(C)C1,1.02,1,5
VCKUSRYTPJJLNI-UHFFFAOYSA-N,CO/C1=C/C=2C(/C=C1/OC)=NC(=NC=2N)N3CCN(CC3)C(=O)[C@]4([H])CCCO4,,1,4
VCMZUKHJKLNFPH-UHFFFAOYSA-N,O=C3CCC(C1CCN(CC1)CC=Cc2ccccc2)(C(=O)N3)c4ccccc4,,1,8
VCRAKEDGLIINLR-UHFFFAOYSA-N,CN2CC(CSc1ccccn1)C=C3C2Cc4c[nH]c5cccc3c45,,1,2
VCUKKMIXURRDKL-UHFFFAOYSA-N,CCc1ccc(cc1)-n(cn2)c(=O)c(c2c34)sc3nccc4N(C)C,-0.47,1,9
VCVQSRCYSKKPBA-UHFFFAOYSA-N,c1cccc(c1C#N)OCC(O)CNC(C)(C)C,0.38,1,6
VCVQSRCYSKKPBA-UHFFFAOYSA-O,CC(C)(C)[NH2+]CC(O)COc1ccccc1C#N,0.38,1,4
VDFFPBOAOLQAJV-UHFFFAOYSA-N,Cc4nnc(SCC1=C(N3C(SC1)C(NC(=O)C(O)c2ccccc2)C3=O)C(O)=O)s4,,0,2
VDGZERMDPAAZEJ-UHFFFAOYSA-N,CC(=O)NCC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccccc3,,1,2
VDNZZIYSCXESNI-UHFFFAOYSA-N,CC3CC2C1CCC(C(C)=O)C1(C)CC(O)C2C4(C)C=CC(=O)C=C34,,1,4
VDUWPHTZYNWKRN-UHFFFAOYSA-N,CCN3N=C(C(=O)C=2C=C1OCOC1=CC=23)C(O)=O,,1,4
VEAPUAUNTSIGKZ-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)CSc1ccccc1)C(=O)N2C3C(O)=O,,0,10
VEGXETMJINRLTH-UHFFFAOYSA-N,CNC1C(O)C(OCC1(C)O)OC1C(N)CC(N)C(OC2OC(CN)CCC2N)C1O,,0,4
VEJWNIYARKAHFI-UHFFFAOYSA-N,C[C@@](N)([H])C/C1=C/C=CC(=C1)OC,,1,1
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(n1C)-c2ccccc2,-0.1250555,1,9
VEUGOXRZHKYDED-UHFFFAOYSA-N,Fc5ccc4c(CCCN1CCC(CC1)n2c(=O)[nH]c3ccccc23)noc4c5,,1,2
VEZXEOWXHFHYHC-UHFFFAOYSA-N,CC1(C)NC(=O)C(O1)C=Cc2ccccc2,,1,7
VFYNXKZVOUXHDX-UHFFFAOYSA-N,CCN(CC)C(=O)COc2cc1NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)C=COC4(C)Oc3c(C)c(O)c(c1O)c2c3C4=O)C,,0,8
VGGSQFUCUMXWEO-UHFFFAOYSA-N,C=C,0.3075,1,4
VGKDLMBJGBXTGI-UHFFFAOYSA-N,c1cccc(c12)[C@@H](NC)CC[C@H]2[c@@](c3)ccc(Cl)c3Cl,1.49,1,6
VGKDLMBJGBXTGI-UHFFFAOYSA-O,C[NH2+]C1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,1.6,1,7
VGWRNXUFWFDSCH-UHFFFAOYSA-N,CCNCc1c(CSC)cnc(C)c1O,,1,9
VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)C1=CC=C(C=C1)[S](=O)(=O)N=C(O)NC2([H])CCCCC2,,1,1
VHEOUJNDDFHPGJ-UHFFFAOYSA-N,CCN(CC)CCC(=O)N2c1ccccc1Sc3ccc(cc23)C(F)(F)F,,1,1
VHFPVEGFRVEDBK-UHFFFAOYSA-N,C[S]C=1C=C2C(=CC=1)N=CN(/C=C/C(O)=O)C2=O,,1,6
VHGCDTVCOLNTBX-UHFFFAOYSA-N,CNCCC(Oc1ccccc1C)c2ccccc2,,1,1
VHVPQPYKVGDNFY-UHFFFAOYSA-N,O=C1N(/N=C\\N1c2ccc(cc2)N7CCN(c6ccc(OC[C@@H]3O[C@](OC3)(c4ccc(Cl)cc4Cl)Cn5ncnc5)cc6)CC7)C(C)CC,-0.64,1,9
VHVUTJZQFZBIRR-UHFFFAOYSA-N,O=C1C=CNN=C1,,1,5
VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)([H])NC[C@@](O)([H])CO/C1=C/C=C(C=C1)COCCOC(C)(C)[H],,1,10
VIASCVHAGATDQI-UHFFFAOYSA-N,c1cccc(c12)oc(n2)NCCCOc(ccc3)cc3CN4CCCCC4,0.22,1,6
VIASCVHAGATDQI-UHFFFAOYSA-O,c1cc(C[NH+]2CCCCC2)cc(OCCCNc2nc3ccccc3o2)c1,0.22,1,5
VIEHHRQCEMIKCL-UHFFFAOYSA-N,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@@H]4CCCNC4,0.39,1,9
VIROVYVQCGLCII-UHFFFAOYSA-N,CC(C)CCC1(CC)C(=O)NC(=O)NC1=O,0.06625,1,7
VJJPUSNTGOMMGY-UHFFFAOYSA-N,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-2,0,8
VJZITPJGSQKZMX-UHFFFAOYSA-N,CC(=O)C5(N)CC(OC1CC(O)C(O)CO1)c4c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c4C5,,0,8
VKHAHZOOUSRJNA-UHFFFAOYSA-N,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,,0,6
VKQDZNZTPGLGFD-UHFFFAOYSA-N,C1=CC=CC2=C1C(C3=NCCCN23)(C4=CC=CC(=C4)Cl)O,,1,6
VKQFCGNPDRICFG-UHFFFAOYSA-N,CC=2NC(C)=C(C(=O)OCC(C)(C)[H])[C@@]([H])(C=1C=CC=CC=1[N+]([O-])=O)C=2C(=O)OC,,1,1
VLCYCQAOQCDTCN-UHFFFAOYSA-N,[F]C([F])([H])[C@](N)(CCCN)C(O)=O,,1,7
VLIOPSQKHBKZCF-UHFFFAOYSA-N,N1CCNC1=Nc2c(Br)cc(Br)cc2Br,0.57999999,1,2
VLIOPSQKHBKZCF-UHFFFAOYSA-O,Brc1cc(Br)c(NC2=[NH+]CCN2)c(Br)c1,0.57999998,1,10
VLJXXKKOSFGPHI-UHFFFAOYSA-N,CCC(C)CCC,0.899533384,1,10
VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,0.773333326,1,9
VLPIATFUUWWMKC-UHFFFAOYSA-N,CC(N)COc1c(C)cccc1C,,1,1
VLWVQANQRIZPGR-UHFFFAOYSA-N,c1sc(I)cc1C(=O)CCCN(CC2)CCC23C(=O)N(C)CN3c4ccccc4,-0.252677811,1,5
