InchiKey,smiles,logD,fold
SLRRKIAIUARVQX-UHFFFAOYSA-N,Cc1cccnc1-n1cc(CN2CCC3(CC2)OCc2ccccc23)c(C)n1,2.7,8
SLXBPJKJXMRHKG-UHFFFAOYSA-N,C[C@@H](NC1=CC(=O)CC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,3.2,5
SLYIQORXPGMWOF-UHFFFAOYSA-N,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C(F)(F)F)c4)c3)C2)c(=O)[nH]c1=O,-0.38,1
SLZBEPLWGGRZAY-UHFFFAOYSA-N,COC1(c2cc(F)cc(OCc3ccc4c(ccc(=O)n4C)c3)c2)CCOCC1,3.52,6
SMNMCDQPRMFQFA-UHFFFAOYSA-N,CCCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.995,5
SMRBJTWWHGZDHF-UHFFFAOYSA-N,CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,2.79,8
SMRMUZBGCWSILN-UHFFFAOYSA-N,Nc1nc(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.79,3
SMSWJYWJBIOKNH-UHFFFAOYSA-N,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,2.82,2
SMUGAZNLKPFBSB-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2)cc1,1.2,9
SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1,2.04,6
SMWYZKVDOWWISU-UHFFFAOYSA-N,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,2.9,1
SMZSWCPZYNELNY-UHFFFAOYSA-N,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,1.6,7
SNICXCGAKADSCV-UHFFFAOYSA-N,CN1CCCC1c1cccnc1,0.5,9
SNJDIYIRSGAION-UHFFFAOYSA-N,CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1,2.41,3
SNLIVOYLVZGJOY-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C#N)c(C)cc5[nH]4)CC3)c2c1,3.2,3
SNMDUARWLPWWOD-UHFFFAOYSA-N,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,0.54,1
SNMVGQOESNPUOV-UHFFFAOYSA-N,O=C(Nc1cc(Cl)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl)Nc1ccccc1Br,3.2,4
SNNGPRMPZIXZQE-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C,3.31,4
SNOGKFRNPQRXAJ-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,3.9,4
SNPAWFZGNQNYDZ-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)[nH]c(=S)n2CCO)c(OC)c1,1.1,4
SNPPWIUOZRMYNY-UHFFFAOYSA-N,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,2
SNUDIPVBUUXCDG-UHFFFAOYSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12,2.1,1
SNYYREXJNOFZFK-UHFFFAOYSA-N,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCCCC1,0.9,7
SOAKHLPBQXCYOE-UHFFFAOYSA-N,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)C2CC2)CC1,2.72,7
SOGNSBBKLSTULS-UHFFFAOYSA-N,CCOC(=O)c1ccc(OCCC2CN(c3ccc(C)nn3)CCO2)cc1,2.7,3
SOISPNUZJQEUFT-UHFFFAOYSA-N,c1nc(S[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,3,1
SOJLFDQBCPADMX-UHFFFAOYSA-N,CN1CCN(c2cc3c(Nc4ccc(F)cc4F)c(C(N)=O)cnc3cc2F)CC1,2.63,10
SORDPRCCLIYEOW-UHFFFAOYSA-N,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1Cl)C(F)(F)F,2.14,5
SOWUEDNFEKMNJN-UHFFFAOYSA-N,Cc1cn(-c2ccc3n(c2=O)CCN(Cc2cn(C)c4ccc(C(F)(F)F)c(F)c24)C3=O)cn1,3.6,1
SOXJKXAHPAQNOV-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CCN(c4nc5ccccc5[nH]4)CC3)c2c1,2.4,1
SOYKEARSMXGVTM-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.28,9
SOYSVYYJRNSDEN-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(=O)N3CCOCC3)c3cc(C)ccc3n2)cc1,3.6,4
SPANKRVWSHQPRS-UHFFFAOYSA-N,Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21,3.11,1
SPHCZZBTYLIKMU-UHFFFAOYSA-N,N#Cc1ccccc1Oc1ccc(C(=O)NCc2ccncc2)cc1,2.57,3
SPHFEUCZJLRVNK-UHFFFAOYSA-N,CCOc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,3.1,2
SPICRFWJLUCKJT-UHFFFAOYSA-N,COc1ccccc1C(=O)Nc1nc2ccccc2[nH]1,2.9,4
SPIUTQOUKAMGCX-UHFFFAOYSA-N,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,3.42,7
SPIWOLIEUWRHGI-UHFFFAOYSA-N,CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,3.47,6
SPPAJTSZHAHTMB-UHFFFAOYSA-N,COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C(F)(F)F)n2)CC1,2.7,9
SPQDIDVJAZFBRL-UHFFFAOYSA-N,CCCC/C(C)=C/C=C(\\C)C(=O)c1c(O)cc(C(C)CC/C=C/NC(=O)OC)oc1=O,-0.3,6
SPSZPMDJMNJFLD-UHFFFAOYSA-N,COc1cc2nc(Nc3ccc([C@@H](C)NC(C)=O)cc3)ncc2cc1-c1ccncc1,3.11,10
SPWKCUOJASZCNG-UHFFFAOYSA-N,COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,1.6,9
SPYYLXWVVCYEME-UHFFFAOYSA-N,N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,0.7,2
SQBHNGLRWQXEGU-UHFFFAOYSA-N,Cc1nnc(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,1.93,3
SQDDLJQDVVZADI-UHFFFAOYSA-N,CCCC(Oc1ccc(-n2cc(C#N)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,1.2,10
SQHLJUMBLUSUDF-UHFFFAOYSA-N,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,3.5,6
SQKKZLYGFLBUKP-UHFFFAOYSA-N,COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,0.73,1
SQKXYSGRELMAAU-UHFFFAOYSA-N,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,1.79,8
SQMNCLANJWZZOG-UHFFFAOYSA-N,COC[C@@H]1CN(c2noc3cc(OCCCC(F)(F)F)ccc23)C(=O)O1,3.34,4
SQQPXGCSMFXZSY-UHFFFAOYSA-N,CCNc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,2.37,5
SQRKGSZJVPRTRN-UHFFFAOYSA-N,COc1ccc(C(=O)N(C)c2nc(-c3cc(NC(C)C)ncn3)cs2)cc1,2.57,4
SQZVBNXYWIJRNF-UHFFFAOYSA-N,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,1.24,5
SRAUODURYYKAAX-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,3.66,6
SRCSBMBYPRHSJZ-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c(CN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,4.18,1
SRFRSMVSHJQQRM-UHFFFAOYSA-N,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73,5
SRIMISLKXUKICS-UHFFFAOYSA-N,N#Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,3.1,1
SRKWHAJRJDBXCG-UHFFFAOYSA-N,O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1,0.9,6
SRLHPXQPUSGNLH-UHFFFAOYSA-N,Cc1ccccc1C1CCN(C[C@@H]2CCc3c(C)cccc3[C@@H](O)C2)CC1,4.5,9
SRLVNYDXMUGOFI-UHFFFAOYSA-N,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1,2.8,2
SRQAUOYUAKGJIN-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1,1.9,4
SSBKUYCZYQBQFN-UHFFFAOYSA-N,Cn1sc(NC(=O)c2ccccc2)nc1=O,1.13,7
SSCJBDJJWLFQLZ-UHFFFAOYSA-N,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN)C(C)C)c1,2.4,5
SSDIRQKLGUFBIG-UHFFFAOYSA-N,NC(=O)c1cnc2cc(F)c(-c3cccnc3)cc2c1NC1CCOCC1,2.1,1
SSJNHILJVCWCBY-UHFFFAOYSA-N,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)cnc1C,2.1,7
SSLAZMLTUBKFGC-UHFFFAOYSA-N,O=c1ccn(Cc2ccc(-c3ccccc3)cc2)cc1,2.47,8
SSZHESNDOMBSRV-UHFFFAOYSA-N,CCCCNc1nc(N)c2[nH]c(=O)n(Cc3ccc(OCCN(C)C)nc3)c2n1,1.9,5
STCOLNQHSDHOJI-UHFFFAOYSA-N,N#Cc1cnn2c(NC3CC3)cc(-c3cccs3)nc12,2.88,6
STCVFKBRXOEQRF-UHFFFAOYSA-N,Clc1cccc(Cl)c1/C(=C/n1cncn1)OC1CCCCCC1,4.1,4
STDBAQMTJLUMFW-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=O)NC1=O,1.5,6
STDKZZIKAJFATG-UHFFFAOYSA-N,O=C1NC(=O)C(Cc2ccccc2)S1,1.07,8
STECJAGHUSJQJN-UHFFFAOYSA-N,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.225,2
STELADISASHNKA-UHFFFAOYSA-N,CN1CCN(c2cc(Nc3ncc(Cl)c(Nc4cccc(CO)c4)n3)cc(S(C)(=O)=O)c2)CC1,2.16,9
STISJUSFFZAZMP-UHFFFAOYSA-N,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,3.89,4
STIUBRUMWDMBIN-UHFFFAOYSA-N,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C(C)C)C2)ccc1C(=O)O,1.6,7
STJCFOPXJIECBK-UHFFFAOYSA-N,CCn1c2ccccc2c2cc(NC(=O)CCc3ccncc3)ccc21,3.75,3
STJUSJGKAHZUHK-UHFFFAOYSA-N,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc([C@H](C)CC(=O)N(C)C)c34)CC2)CC1,2.3,9
STMGMKFOBAHRLB-UHFFFAOYSA-N,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,-0.8,3
STXMJDYUJFBELE-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1,1.52,5
SUEIBJUAZVZPQG-UHFFFAOYSA-N,Cc1c(Sc2ccc(Cl)cc2)c2c(S(C)(=O)=O)cccc2n1CC(=O)O,0.58,6
SUHCNXHLKUQVER-UHFFFAOYSA-N,O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,2.17,3
SULHJUGXVUMGKO-UHFFFAOYSA-N,CC(C)Oc1cc(C(=O)O)cc(NC(=O)c2nc3c(s2)CN(C(C)C)CC3)c1CCC(=O)Nc1ccc(Cl)cc1,1.91,10
SUVXJIREQOOYGN-UHFFFAOYSA-N,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,2.41,10
SUXQDLLXIBLQHW-UHFFFAOYSA-N,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,-1.1,8
SUYKBMCECCINPJ-UHFFFAOYSA-N,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,3.15,1
SUYUTNCKIOLMAJ-UHFFFAOYSA-N,O=C(Nc1cccc(Cl)c1)c1ccccn1,3.4,6
SVCOVGATBWDHBS-UHFFFAOYSA-N,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(OC)c(-c2cnc3ccccn23)n1,3.2,2
SVGVMLDNMPQGFK-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(OCCCO[N+](=O)[O-])=C1O,-0.55,5
SVIANZQCDOJOQO-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.41,7
SVJNWILXZCNIRZ-UHFFFAOYSA-N,CCn1c(=O)ccc2cnc(Nc3ccc(OC)c(OC)c3)nc21,2.7,2
SVMKTIMVFDYDLB-UHFFFAOYSA-N,NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1,1.7,7
SVMYLPACUPIMQB-UHFFFAOYSA-N,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2(F)CC2)c1=O,2.5,10
SVPTVRYTBHHYIF-UHFFFAOYSA-N,CCNC1=Nc2ccccc2C(c2ccccc2)=NC1c1cccs1,3.98,2
SVRHUWKSZKNYFQ-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,3.2,5
SVWBBVZRYSQHPF-UHFFFAOYSA-N,O=C(Oc1ccccc1)N1CCOCC1,1.3,7
SWIWUIRVOIOIIY-UHFFFAOYSA-N,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOCCCNCCc3cccc(Cl)c3)c2s1,0.83,2
SWKKTSRCBYSIKX-UHFFFAOYSA-N,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C#N)c2)cn1,2.8,6
SWLAKVCPDFLJCT-UHFFFAOYSA-N,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,1.14,5
SWLHHASUIJPBPZ-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccon2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,1.87,10
SWOVRIONHBWLMV-UHFFFAOYSA-N,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccncc2C#N)cn1,3.31,3
SWPXADMCNLNAGW-UHFFFAOYSA-N,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C5CCOCC5)c34)CC2)CC1,1.6,10
SWSRBEFGWBCERT-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,2.83,5
SWXIKLMDWGQGKU-UHFFFAOYSA-N,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,2,7
SWXPUZFQTICUQC-UHFFFAOYSA-N,COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1.2,4
SXBQBMPZTKSXKA-UHFFFAOYSA-N,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,2.6,5
SXCPGBVLGDVEHO-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1cncn1,3.2,4
SXFYSRMCZRZBKE-UHFFFAOYSA-N,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1,2.5,9
SXLXDQIYNZKFOQ-UHFFFAOYSA-N,O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,1.6,3
SXOSNNLXSHSMBZ-UHFFFAOYSA-N,CCC1N(c2ccc(OC)cc2)C(=O)C1(C)C,3,10
SXVDDXOSHHBHNB-UHFFFAOYSA-N,CC(C)C(Oc1ccc(-n2cc(C(F)(F)F)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,2.6,6
SXYGLXXKMZTVNB-UHFFFAOYSA-N,Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,1.1275,7
SYBIKAPEJWFEAV-UHFFFAOYSA-N,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cc1,0.86,1
SYEBWDBFEZMPGA-UHFFFAOYSA-N,CCOc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,2.7,4
SYENTKHGMVKGAQ-UHFFFAOYSA-N,O=C(NC1CC1)c1cc(-c2cccs2)on1,2.54,2
SYFFUKLBOFFLLY-UHFFFAOYSA-N,CC(=O)Nc1cnc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,2.69,9
SYHDSBBKRLVLFF-UHFFFAOYSA-N,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,3.98,10
SYIWIZYUJLMOJX-UHFFFAOYSA-N,CC(C)[C@H](NC(=O)C1CN(C)C1)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1,3,7
SYOJEOWVUQELIW-UHFFFAOYSA-N,Cc1c(Sc2ccc(Cl)cc2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,0.54,4
SYOKIDBDQMKNDQ-UHFFFAOYSA-N,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,-0.48,8
SYOWKLYGKDLJIT-UHFFFAOYSA-N,Nc1nc2nc(-c3cccs3)cc(C(F)(F)F)n2n1,2.01,8
SYPUQPMFIUFKOF-UHFFFAOYSA-N,CCN1CCN(c2cc3[nH]c(C(=O)C4(C)CCC(=O)CC4)nc3cc2Cl)CC1,3,3
SYTBZMRGLBWNTM-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.85,10
SYUYPNJMKZSFEE-UHFFFAOYSA-N,O=C1CCCN(Cc2ccc3c(c2)OCO3)C1,0.1,3
SZBJWIUGNGNAHM-UHFFFAOYSA-N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCc1ccc(O)c(O)c1,0.5,3
SZBKRKVDBPBJHL-UHFFFAOYSA-N,OC[C@H]1O[C@H](Oc2ccc(-c3ccccc3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O,2.1,9
SZEATWKNDKWXLO-UHFFFAOYSA-N,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,1.77,3
SZFQNMKRXGGHRJ-UHFFFAOYSA-N,COc1cnc(-c2ccccn2)nc1Oc1ccc(F)cc1F,3.1,5
SZOZZBOATVCCRZ-UHFFFAOYSA-N,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C)nc34)CC2)CC1,2.6,4
SZPWPGPIJSPDNT-UHFFFAOYSA-N,CCCC(Oc1ccc(-n2cc(C)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,2.1,9
SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CCN1C(=O)NC(c2ccccc2)C1=O,1,6
SZQOWBGHVDMDJT-UHFFFAOYSA-N,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,3.39,9
SZUDGASAKVXRDH-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)Cc2ccccc2)C1)C(C)(C)C,0.78,6
SZUVGMCKKLJAFX-UHFFFAOYSA-N,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,1.73,2
SZWKGOZKRMMLAJ-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,2.8,2
SZXBYKZAJAJDDC-UHFFFAOYSA-N,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,1.02,2
TTWJBBZEZQICBI-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.34,7
TTYXLWOKFASPTH-UHFFFAOYSA-N,Cc1oc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,4.26,7
TTZPPHVMXXHUBH-UHFFFAOYSA-N,CN(C)C(=O)N(C)c1ccccc1,1.6,6
TTZWOTKYWNLLRZ-UHFFFAOYSA-N,CC(Nc1cccc(F)c1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2,10
TUBODGMMPFXPHH-UHFFFAOYSA-N,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,2.68,6
TUCLZQAUTAVVBA-UHFFFAOYSA-N,CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,2.76,10
TUDAPCLGABKYQN-UHFFFAOYSA-N,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,2.82,6
TUEOMMOSYNTSGL-UHFFFAOYSA-N,CO[C@H]1CN(c2nc(C(N)=O)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.85,10
TUGBWRGTMLOFAX-UHFFFAOYSA-N,Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,3.72,8
TUGFYSZEZJSWSD-UHFFFAOYSA-N,COc1ccc(N2C(=O)C(C)(C)C2c2ccccn2)cc1,2.6,9
TUOSCZDRWRYPRS-UHFFFAOYSA-N,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21,2.39,7
TUTYVDNXOVNPHE-UHFFFAOYSA-N,COc1cc(Nc2ncnc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC,3.01,9
TUWHBJAXKRKSKI-UHFFFAOYSA-N,Oc1c(F)ccc(Cc2ccccc2)c1F,3.56,2
TUXMKFYFDNOHIO-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-n3nc(C(N)=O)c4cc(F)ccc43)c2)C1=O,2.6,1
TUZYXOIXSAXUGO-UHFFFAOYSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,-0.76,4
TVCYDCHGXOKBEG-UHFFFAOYSA-N,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.8,4
TVCZNUJSXSNMJP-UHFFFAOYSA-N,CNCC(=O)N[C@H](c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1)C(C)C,4.3,7
TVELTFUDLWTOQQ-UHFFFAOYSA-N,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1nccc(-c2cnc3ccccn23)n1,3,4
TVENGSGQLJMALI-UHFFFAOYSA-N,CCN1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,2.75,1
TVEYZMJRXVGMPY-UHFFFAOYSA-N,Cc1c(F)cccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,2.4,8
TVFKOQNEHZEDOF-UHFFFAOYSA-N,COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,3.2,1
TVGAZFIPLVKCJM-UHFFFAOYSA-N,CC(=N)NCc1ccccc1,-0.28,9
TVJPLGCKQZRBMI-UHFFFAOYSA-N,Cc1cn2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)nc2c(C)n1,2,5
TVPQYKDHFUUDKK-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(=O)NCc3ccccc3)sc2n1,3.41,2
TVQQUUVYPKGIMU-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,1.1,3
TVRSQRQEYMGJLM-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,3.04,8
TVURRHSHRRELCG-UHFFFAOYSA-N,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0.87,1
TVVMFPCZWFJVGN-UHFFFAOYSA-N,COc1cc(N2CCN(C)CC2)c2nc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(N(C)C)c2c1,3.3,1
TVVYPBGDVRJEIC-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,1.61,4
TVYFMVIQPQWQOZ-UHFFFAOYSA-N,CSc1ncccc1C(=O)NCCc1ccc(Cl)cc1,3.31,2
TVZFZVLMJJPNJS-UHFFFAOYSA-N,CN1CCC(Nc2ccc3ncc(-c4cnn(-c5cnccn5)c4)n3n2)CC1,2.2,6
TWHDGQOWPWNNCU-UHFFFAOYSA-N,COc1ccccc1Nc1cc(Oc2cc(C)c(C)nc2-c2ccccn2)ccn1,3.37,5
TWHSRVVFCICXII-UHFFFAOYSA-N,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,3.3,1
